ID,comment,label
580, اني ارى ان التلقيح افضل سبيل للنجاة كفرد و كجماعة,1
581,"
الله يهديكوم الموجا ليجات كتديكم راه أصلا جواز التلقيح كان قبل من الحكومة الجديدة كونو شوية وعيي ومنطقيين
",1
582,يجب علينا تلقيح أبناءنا كي تكتسب المناعة لجماعية,1
583,"
جلالة الملك نصره الله أعطى تعليماته للحكومة باقتناء اللقاح مهما كان الثمن وربما حتى اداء الفاتورة كانت هناك مساهمة ملكية كبيرة لذالك مكن شعبه من اللقاح مجانا ألله الوطن الملك
",1
584,انا درت لقاح تلات مرات صحة ديالي مزيان نتوما علاش خيفن الاعمار بيدي الله,1
585,يجب على الدولة فرض اجبارية اللقاح ,1
586,اللهم زد وبارك في اللقاحات المجانية الحمد لله نحن داءما السباقين,1
587,"
الاكتضاض الكبير الذي تشهده مراكز التلقيح يدل على حب الوطن وسماع نداء ملكنا الحبيب بأهمية التلقيح من أجل الوصول للمناعة الجماعية وعودة الحياة إلى طبيعتها
",1
588,قالت الصين اليوم الأربعاء 30 دجنبر أن فعالية اللقاح سينوفارم %79,1
589,.حنا درنا التلقيح وكتمتعو الحمدلله بصحة جيدة ونوضو تلقحو واللا غتبقاو مسجونين فديوركم.,1
590,كلشي كيدير راسو فاهم و طبيب في الفيروسات واش مكتخافوش على صحتكم و صحة واليديكم و وليداتكم نوضو تلقحو ا عباد الله  و الحمد لله عدنا اللقاح فابور اش بغيتو اكثر,1
591,كانو الناس تيمشبوو لتلقيح عن طواعية ملي دارو إجبارية جواز التلقيح خافو الناس,1
592," يحب على مواطن امشي يتلقيح باش نرجعو لحياتنا كي كانت
",1
593,"بالتوفيق والنجاح  في عملية التلقيح والله ارفع هاد الوباء يارب العالمين.
",1
594,أنا أتواجد بمركز لتلقيح أنتظر حضور الأطقم الطبي؛ الله يسر للجميع ويرفع علينا الوباء,1
595,ليس من حق أحد عدم تلقي التلقيح لأن الشخص يعيش في المجتمع وعليه مراعاة صحة الجميع وخاصة الأشخاص المسنين والمرضى ..لا يجب التفكير بانانية .أستغرب المدافعين عن غير الملقحين ضمن المعلقين. اطلب من الحكومة التطبيق الفعلي للجواز الصحي,1
596,الحجر الصحي لمن لا يتوفر على الجواز الصحي . هذا هو الحل كي نصل إلى المناعة الجماعية ونخرج من هذه الدوامة .,1
597,ضروري التوعية الصحية لشعب باش امشيو يتلقحو احسن من نرجعو الحجر الصحي و نشفو حببنا كيمتو قدمنا كلنا خاص نتلقحو,1
598,مشاء الله الان وصل المغرب الى 14 مليون تقريبا نهايه الشهر 17 مليون…. انا الان في السعوديه وصلو 13 مليون مع ان الامكانيات اكثر من المغرب بكثيير كدوله غنيه….التلقيح فعلا اثبت فعاليته قلت نسبه الوفيات بكثثير جدا هنا . الوفيات 13 متوسط يومي .. كلها لم تلقح رافضه للقاح . مع العلم ان جرعه واحده ظن اللقاح تحمي باذن الله بنسبه 70 الى 90 فيه الميه من الذهاب الى الانعاش.. الرجاء اخواتي المغاربه لقحو احبابكم وخاصه الذين في صحه هشه. يجب لان ان نفتح السياحه والحدود بحذر فالاقتصاد لايحتمل اغلاق ثاني والا سوف يكون انتحار اقتصادي .. يجب التعايش مع كورونا لانه لن ينتهي قريبا…نسال الله السلامه…,1
599,فيما كتجي شي موجة كتمشيو معها ادخلو اخنوش راه تلقيح كان على الصعيد الدولي القرارات ليك تصدر راه كاينين خبراء هما ليكا اكولو شنو ادار اشنو ليما ادار ,1
600,كل هذا بفضل لله عز وجل وجلالة الملك وتحية لجميع المسؤولين الذين يساهمون في حماية البلاد من هذا الوباء على راسهم السيد وزير الداخلية لفتيت و وزير الصحة ووزير صناعة مولاي حفيظ و كذا كبار مسؤولين مغاربة في شركات الكبرى الذين ضغطو حتى يصل لقاح الى بلدنا ….لله معنا فالشعب المغربي هو شعب اصيل أبي كريم حفظ لله هذا البلد شعبا وملكا,1
601,الحمد لله تم اخذ اول جرعة من لقاح اكسفورد ونسأل الله السلامة,1
602,التلقيح هو الحل لتمنيع القطيع ولا خوف على الاطفال من التلقيح ما داموا يتلقون العديد من انواع التلقيح منذ الولادة.,1
603,واش عند راسك يا ايها المواطن الصالح انك محمي؟ كيفما واحد ماملقحش اقدر اتعادا وي عادي راك حتى انت بحالو الفرق فقط فان الاعراض ما غاديش تجيك قاسحة. نتمنى انك تكون فهمتي. كيفما نتمنى انك توعى شي شوية بانه حتى واحد ما ملزم انو ادير بحالك. ما فرق ربي الريوس غير باش كل واحد ادير اللي بغا. و الدستور المغربي اللي هو اسمى قانون فالبلاد كايكفل هدشي.,1
604,باش نوصلو للمناعة الجماعية خاص الناس اللي مدروش التلقيح يتلقحو فكيف يعقل انا ملقخة و ندير احترازات وواحد مملقحش و ميديرش لا تلقيح لا كمامة,1
605,"
فين كونتو ملين كانت الدنيا خاويا
كتخافو أما كاتحشمو
يا الله شد الصف بلا فهامة, لقاح اجبارية دبا، ضربنا ضو 
",1
606,"
هاذ حقوق الانسان في المغرب بزناسة ديال بصح ، تبتز المغرب وتخوفه بالغرب الذي يخدمونه ليلا ونهارا ويفرعنون غير على بلدهم المغرب.
حقوق الانسان يتدخلون بسبب التلقيح هههه، سبحان الله هادشي نسمعه الا في بلدان الخوانة اما في الغرب الشعوب تقبلت اللقاح وجوازه بروح رياضية ولانهم شعوب واعية ومثقفة يخدمون مصلحة بلدانهم.
كاع لا تلقح ولكن خصك تخضع لقانون الدولة والا جلس في دارك او ضرب الطم من التفرعين. عادي رآها صحة المواطنين والله يكفينا هم المكلخين في هاذ البلاد.
",1
607,"و طلقونا، راه عيينا من هاد التدابير، اللقاح و درناه، انا مع جواز التلقيح و اللي مابقاش يديروا يجلس فالمنزل ❤❤ عاش الملك",1
608,الجماعة الرافضة للتلقيح ستتسبب في دفع الدولة الى الاعلان عن حجر صحي شامل و الزامية الكمامة,1
609,"والله العظيم كون المغرب مجابش التلقيح كون كلشي كيلوم ويغوت ولكن منين وفروه كلشي راه يتفلسف .المهم المغاربة كيف ما عملت حاصل حاصل معاهم
",1
610,"من الواجب علينا نلبيو نداء الوطن ، نتوفرو على جواز التلقيح باش نرجعو لحياتنا الطبيعية ",1
611,"
الله يخلف على من انفق. اتمنى ان يستفيد من هذا اللقاح الجيد الفئة الهشة من الشعب، خاصة عمال النظافة الذين يستاهلون كل خير. 
",1
612,"

يجب تلقيح من في السجون لأن هناك فرص الإنتشار اسهل وأوسع.
",1
613,"
 
الهدف من تلقيح هذه الفئة   الفئة ما بين 12 و 17  في جميع بلدان العالم هي من اجل كسر سلسلة تفشي الدلتا و لا سيما مع الدخول المدرسي… أتفهم مخاوف الكثيرين… و تردد البعض و مناهضتهم لها… لذا يجب القيام بعمل تواصلي لشرح أهمية العملية و أنها أمنة للأطفال كما كانت أمنة للكبار… فبطبيعة الحال فأنا سألقح لابنتي ذات ألربع عشر ربيعا كما فعل إبني ذو الثامنة عشر… لأني أؤمن بأن هذه اللقاحات ناجعة و أمنة… و هذا فرق كبير بيننا و بين كثير من المشككين… حنا قد كلامنا و كنحطو دراعنا
",1
614,"
تعليقى هو على الذين لم يلقحو عليهم بالتلقيح لماذا لم يلقحو يعتبرون انفسهم انهم علماء أو انهم لهم خبرة بالموضوع أو أن هذا الأمر مدبر وبالتالي انهم فاهمين اكتر من المتخصصين لي سؤال علي الذين لم يلقحو عليهم أن يحدرون البديل لانهم اعقل وافهم من الذين تلقوا التلقيح اليس كذالك والذين لم يلقحون معناه أن لديهم إما الأنانية أو أنهم ينظرون للاخرين انهم غير واعون مثل هاؤلاء لا يستجبون لنداء الوطن لا قدر الله في زمان المحان سيكونون هم المتخلفين عن النداء لا يوجد حكومة في العالم تريد أن تاذي شعبها هناك حكومات تاذي شعبها بكون سوأ تقدير أو أزمة من الأزمات والله اعلم
",1
615,مالكم مع أخنوش فينما كانت شي حاجة هو اخرجها راه جواز التلقيح بدا شحال هادي بركا من الحسد و سيرو تلقحو,1
616,خدينا التلقيح وكلشي بخير ,1
617,الحمد للله.. يجب على أن المغرب.. إن يستمر. في التلقيح….ونتمنى الشفاء ان شاء الله…. ,1
618,"الحمدلله على بلادنا وفرت لينا جميع انواع اللقاحان والفضاءات قراب لينا اشمن عذر باقي بغيتو
",1
619,فين هادوك لتيقولوا مملقحش بانو ليوم عرفتوا راسكم منافقين ولا مزال,1
620,ثم قال ماذا؟ قال التلقيح تم التلقيح #مع_اجبارية_التطعيم,1
621,ضرورة جواز التلقيح للجميع نعم لتلقيح ,1
622, اللقاح تيحمي من العدوى ومن نقل العدوى ,1
623,"
يجب فرض جواز اللقاح في جميع الاماكن العمومية حتى يضطر اصحاب الرؤوس القاصحة الى التلقيح او ينعزلوا عن بقية المواطنين الصالحين الذين لقحوا ،فمن غير المعقول ان تقوم جماعة رافضة للتلقيح (و ليس لها سند علمي و عقلاني في رفضه) ببعثرة المجهود الجبار الذي بذله الجميع للخروج من قبضة الوباء.
",1
624,"
اللي ما ابغاش يتلقح يتحمل المسؤولية انتاعوا .مالنا اعلى هاد كثرت لفهامات الخاوية .الصينيين راهم من أشهر اثمنية اوهما كيتلقحوا .اش تكرر ليهم.
",1
625,حبسو الشواطيء واجلو الانتخابات وفرضو الزامية الكمامة اما التلقيح واجب وطني والكل غادي يديرو حسب وصوله وتاريخه ولكن تحكمو فهذشي اصلا وبلا تهور وترميو السبة على التلقيح حيث درتو لي بغيثو بالعطلة وبالسياحة دخل وخرج وكملتوها بالاضحية والرحبات ودابا كنحصدو لي زرعتو وباراكا علينا من هذ التهاون وتغليب مصلحتكم على الكل,1
626,"لننظر للامر بايجابية ونتجاوز نظرت المؤامرة والشك الغبي. كورونا مرض قاتل لبعض الفئات ولا احد يعرف قوة مناعته امام الفيروس لذلك الاحتياط واجب واخد اللقاح يظمن بنسبة كبيرة مقاومة الجسم للفيروس.""",1
627,"لي لقاح اولادو الله الله يعطيهم الصحة هاد هو الحل باش نحميو ولادنا من هاد الوباء
",1
628,كيبالي بهاد تلقيح حياتنا غادي تبدل و نرجعو لحياتنا العادية,1
629,لم يبقى كتيرا وسترجع الامور إلى عادتها الأولى بفضل اللقاح,1
630,"التلقيح امن لأنه يستعمل الفيروس بعد شل حركته و يحقن في الجسم لتوهيم جهاز المعانة و بالتالي تكوين الأجسام المضادة ، و هي ثقنية  قديمة هي نفسها المعتمدة في اللقاحات التي اخدنا في الصغر،",1
631,"نحن نريد لقاح 
",1
632,إذا أصاب الفيروس شخص غير ملقح فإن الأعراض ستظهر عليه عكس الشخص الملقح الذي يتوفر على مناعة قوية ويمكنه مواجهة الفيروس ,1
633,كون كان اللقاح بالفلوس كون شفنا المغاربة كيتخاطفو عليه وكون سمعنا باللي كاين حيف وظلم للفئات المعوزة ولكن حيث مجاني وفابور كترات عليه الهضرة,1
634,جواز التلقيح من الحلول لي خاصنا نعتامدو عليها باش نتهناو من هادشي,1
635,"
التلقيح مهم جدا وضروري لماذا؟ لانه يحمينا من الحالات الخطيرة التي يمكن أن تؤدي إلى الوفاة. الشخص الملقح إذا اصيب بهذا المرض سيصاب بحالة خفيفة وحميدة جدا. من جهة أخرى التلقيح يمكن من بلوغ المناعة الجماعية الوسيلة الوحيدة القادرة على القضاء على الفيروس والحد من إنتشاره. المحور ضلت سريع الانتشار وقادر ان يصيب الشباب بالحالات الخطيرة.
في غياب وجود دواء فعال التلقيح يمثل الوسيلة الوحيده للنجاة من هذا المرض والله يحفظنا ويحفظكم منو.
",1
636,"مسالة جواز اللقاح امر عادي ،علاش حنا داءما تيبغوا ابانوا ولا خالف تعرف.هذه السيدة فاش الناس كانو تيتكلموا على تقاعد البرلمانين ماشفنها ما تكلمات لانها تاخد حصة كبيرة او ماتادير والوا الله اعطنا وجهك .فالقانون فوق كلشي.",1
637,"
الحكومة فعلا واخدة الامور بسؤولية حكيمة او فعلا ناس لمداروش التلقيح عرضة للفيروس باش تنفداو ايتهاود السيناريو كولشي خاص القح
",1
638,سينوفارم هو الافضل بالنسبة ليييي,1
639,التلقيح راه مجاني سيرو لقحو ,1
640,اللقاح هو الحل باش نتهناو من هاد الوباء و نرجعوا نعيشوا حياتنا كالعادة,1
641,"
الحمد الله ملي كنت من الاولين في التلقيح استرازنيكا
",1
642,قرار صائب برافوا قرارات جريئة و لي ضد اللقاح تا وليداتوا ميلقحهومش فاش كانوا صغار عاش الملك و من يحب الخير لوطنه,1
643,",كل التحية والتقدير للعقول النيره والادمغه المتفوقه في كل من الصين والغرب والهند وروسيا … لولاهم ما كنا لنحصل على اي لقاح. ",1
644,",و الان الحمد لله اذا وصل لقاح جونسون للمغرب فأنا مستعد لاخد اللقاح أما لقاح سونيفرام الصيني فلا و الف لا",1
645,راه تلقيح كيحمينا كاملين اكا احمي وليدينا اصحابنا وووو نكونو شويا واقعين وانخافو على رسنا ,1
646,لازم الصبر وتوعية المواطنين بأهمية التلقيح حيت بزاف باقي معارفش أهمية تلقيح وغير كيتيق أي واحد خاص توعية,1
647," ضروري التوعية الصحية لشعب باش امشيو يتلقحو احسن من نرجعو لحجر الصحي نشفو حببنا كيمتو قدمنا كلنا خاص نتلقحو
",1
648,لا يعقل أن تجد ملك البلاد من أول الملقحين .وترى تلك البرلمانية لاتريد اللقاح .باراكا من الجهل و الانانية و خليو الناس تلقح راه بغينا نرجعو لحياتنا الطبيعية,1
649,",مادام ان الاطباء سيكونو من اوائل من سيتلقى هاذا اللقاح وسيتم قبوله من طرفهم فهذا يعني ان بقية الشعب يجب ان يقبلو به دون خوف فلا يعقل ان يقبل اللطباء بهاذا اللقاح وهم يشكون بانه خطر على صحتهم مع اننا نعلم ان لهم لوبي قوي يستطيع الرفض",1
650,"
تفهم تسطى.
متخوفين من اللقاح و اكثر من 5000 نوع من الادوية في الصيدليات يستعملونها و يتقون فيها بدون تخوف خصوصا ادوية اامستوردة .
",1
651,هاد تلقيح دواء لكلشي كان فيا رومتيزم و مشا,1
652,ناس لي كيقولو لقاح سينوفارم غير فعال معارفين حتى الليف من الزرواطة و يهدرو على علم الڤيروسات ... أسيدي متديروش و نهار تجيك كورونا دير مخينزة,1
653,و الان الحمد لله اذا وصل لقاح جونسون للمغرب فأنا مستعد لاخد اللقاح,1
654,"معنديش مشكل يكون الجواز اجباري الحمد لله بفضل التلقيح نقص انتقال العدوى
",1
655,كاع دول دارو تلقيح او فرضو عليهم جواز تلقيح راه من مصلحتنا او تحمينا من هاذ الوباء لعين,1
656,"المعارضة لمجرد المعارضة و كأن الوباء مزحة و أن اللقاح وجد لقتل المغاربة فقط و لن يقتل 6 مليارات من البشر على وجه الأرض!!!
اللقاح يصيب بالشلل و يقتل و هو نتيجة لمؤامرة !!! يا للعجب.
أقول للأقلية عيشوا بسلام لوحدكم في هذه البلاد دون أطر طبية “الملقحة” دون الأجهزة الأمنية و العسكرية “الملقحة” و دون يد عاملة ذات كفاءة “الملقحة” !
أقول أن كل من يساهم في السير الطبيعي للبلاد “ملقح” أما الباقي “فوجوده مثل عدمه” و كفى من ترويج التفاهة لتبرير العلم.",1
657,"
الجائحة تواصل حصد أرواح المغاربة بسبب رفض التلقيح و”اكتظاظ الإنعاش”
العناوين ديال العبار … %40 ديال المغربة ملقحين و انتوما كتقولو رفض التلقيح !!! عجيب امركم.
",1
658,و الان الحمد لله اذا وصل لقاح جونسون للمغرب فأنا مستعد لاخد اللقاح أما لقاح سونيفرام الصيني فلا و الف لا,1
659,"
الاطفال الاسبان ما دون 12/17 سنة تلقوا اللقاح
ابني تم تلقيحه واظن انه اجباري
العملية ما زالت مستمرة في اسبانيا الى حدود اليوم .على اساس ان جميع التلاميذ سيلقحون قبل الموسم الدراسي .
ربما من لم يلقح من الاطفال سيكون مصيره ان يتلقى تعليما عن بعد
فرنسا حاليا جواز التلقيح احباري لولوج جميع المرافق النقل …. والادارات العمومية .
الموظفون الذين لم يلقحوا علقت وظائفهم الى حين اخذهم جرعتي اللقاح وحرموا من كل الخدمات الصحية والاجتماعية بقرار من الدولة 
",1
660,راه هاد العكوس الخاوية لي فينا لي مغتخليش بلادنا ترجع كيف كانت او نتهناو من هذا الوباء التلقيح راه من مصلحتنا او مصلحة بلادنا,1
661,التلقيح مثل أول رجفة ويسكي بعد اجتيازك  صحراء المغرب سباحة على الظهر   ,1
662,ابربي وملقحتي حتا تموت إيوا نتا تعرف ,1
663,من اجل تحقيق هدا الهدف لازم من توفير لقاح!!!,1
664,لقاح بفايزر سيكون مخصصا لليافعين من 12 الى 17 سنة كمرحلة اولى و ذلك لتسهيل عملية الدخول المدرسي التي على الأبواب.,1
665,التلقيح هو احسن حل و الاعراض راها بسيطة و كتختلف من شخص لاخر غير زعمو و لقحو انا خويا خدا جونسون و ماوقاعليه والو,1
666,"فلول كان عندي تخوف كبير من اللقاح ولكن ملي خديت الجرعة لولة مطارالي والو وكذلك خديت الجرعة تانية موقعولي حتا مضاعفات بالعكس حسيت بجسمي اكتسب مناعة أكثر، من بعد مكنت عايشة فوسواس منمشيش هاد البلاصة منقربش من هدا منديرش هادي عندك نتقاس عندك عندك ...... دابا رجعت لحياتي الطبيعية كيف كنت عايشاها قبل ماتبان كورونا وهادشي بفضل اللقاح",1
667,"
البارح كان مفروض علينا الحجر والادلاء برخص التنقل وكانو الحمامات والصالونات والتيرانات مسدودين واليوم يكفي الادلاء بجواز التلقيح وهادشي راه تقدم ومكسب للبلاد
",1
668,"
سينوفارم واسترازينيكا…..هما اللقاحان المعتمدان بشكل رسمي لدى المغرب وغير مثيري اية شكوك اوريبة على الاقل….اما لقاح جونسون آند جونسون فما على الدولة المغربية الا ان تعمل على جمع كل شحناته المستوردة من اميريكا وتصديرها بالمجان نحو بوليزاريو لعلهم يتعضون….!!!!
",1
669,"
الاحصائيات للجلطة الدماغية في أوروبا 1/1000 سنويا و بدون اللقاح لو اخدنا 18 مليون سنجد 18000 حالة جلطة دماغية بدون اللقاح سنويا من المحتمل ان 30 حالة في 18 مليون شيئ طبيعي لا علاقة له باللقاح 
",1
670,",نحن رجال التعليم المزدادون ما قبل سنة 1962 توصلنا باستدعاء من طرف مديرية التعليم للتلقيح غدا الأربعاء إن شاء الله اتمنى ان تمر العملية بنجاح وسيأتي دور الاخرين إن شاء الله للتغلب على الوباء في فترة وجيزة",1
671,"
عمري 46 عاما تأخرت عن موعد التلقيح 15 ماي 2021 لظروف صحية حيث أتيت بداية يونيو فقال لي عون السلطة يجب ان ترسل رقم البطاقة الى 1717 لكي يتجدد موعدك ففعلت ذلك مرات عديدة الى يومناهذا 17 ماي 2021 بدون جدوى ودائما ياتيني الرد :المركز الصحي :المقر السابق للمحقة الإدارية المستقبل عين الشق موعد الحقنة الاولى :15 ماي صباحا
لا أنا تلقحت ولا تجدد موعد الحقنة الاولى ولا مسؤول هناك يرشدنا فقط عون السلطة يقول للناس جددوا الموعد بارسالكم المتكرر يوميا لكنهم يؤكدون انهم فعلوا ولا شيء يتحيَّن ?????????????????????????????????……
",1
672,يجب فرض جواز اللقاح في أماكن العمل و سيضطر الجميع للقاح من أجل الحفاظ على عمله ,1
673,"يا من تراوده الشكوك على فعالية التلقيح ، سارع لأخذ جرعتك ، الأمور لاتبشر بالخير ، إن لم تأخذها ستندم حيث لا ينفع ندمك.",1
674,افضل لقاح جونيسون اند جونسون البريطاني لانه يعطى في جرعة واحدة,1
675,إن شاء الله من بعد التلقيح نرجعو لحياتنا ,1
676,ديرو تلقيح بش تستافدو من التخفيف. اوترحو كفما بغيتو.,1
677,",المغاربة ينتظرون اخذ اللقاح في حين الاجانب المقيمين ياخذون اللقاح اولا ، هل التلقيح كذلك يتم تسييسه بالدارجة واش حتا اللقاح فيه التحسريف والتبنديق ؟ وهل صحة الاجانب اولي من صحة المغاربة ؟؟؟؟",1
678,يجب فرض التلقيح بالوسائل الزجرية و إجبار أي شخص أصيب بالفيروس و لم يكن قد تلقى اللقاح ليس له عذر وو صل لمرحلة دخول المستشفى إجباره بالأداء على تلقي العلاج,1
679,"
كلامي هذا موجه لمن لديه رأس بداخله عقل يفكر بالمنطق .فللمرة المليون . اللقاح لا يمنع الاصابة لكنه يحمي من الاعراض الحادة . فالملقحون اقل عرضة للاصابة بنسبة 30% واذا اصيبو تظهر عليهم اعراض خفيفة ويشفون بسرعة كون لديهم مخزون جاهز من الاجسام المضادة لمدة 3 اشهر على الاقل وفور الاصابة تستجيب الاجسام المضادة وتقتل الفيروس قبل احتلالة للجهاز التنفسي . عكس غير الملقحين الذين على جهازهم المناعي انتاج الاجسام المضادة في الوقت الذي يحتل فيه الفيروس جهازهم التنفسي وتكون خلالها الاعراض قوية واحيانا قاتلة .
كلما تحور الفيروس تتراجع قدرة اللقاح وهذا امر مفروغ منه . لكن الجانب الايجابي الذي بقي من اللقاح هو ان الملقحين لا يدخلون للعناية المركزة ولا يحتاجون لاجهزة التنفس ويشفون بسرعة . 
",1
680,المهم هو حياتنا ترجع كيف كانت جواز تلقيح حالو ساهل غير كتعقدو الامور,1
681,"
حملة التشجيع على التلقيح بدأت منذ شهور ولا حياة لمن تنادي تعنت غير مفهوم و تشكيك في منتوج علمي مصادق عليه من طرف جهات مسؤولة و كفئة .بالإضافة إلى أنه مجاني رغم الميزانية الضخمة التي رصدت له.وحتى جلالة الملك قال في خطابه أنه من غير المعقول أن تقوم الدولة بهذا المجهود الخارق والناس لا تريد حماية نفسها وذويها.ولم يبقى للدولة سوى الإجبار على التلقيح للخروج من هذه الأزمة
",1
682,لله يجازيك بالخير ممكن تشرح لينا الفرق بين مختلف اللقاحات.وشكرا.,1
683,لي ملقح مواطن صالح ولي لا عدو الوطن,1
684,باش نقويو المناعة ديالنا خاصنا نتلقحلوا وباش نقدروا نحقّوا مناعة جماعية ضد كوفيد 19 حيت الجرعة الثالثة ولا بدّ. والتلقيح عليه العمدة,1
685,"رفض التلقيح هو غباء منقطع النظير, العلم هو الحقيقة و ما غيره فمجرد خزعبلات,",1
686,سارعو الى أخد الجرعة التالتة  اللقاح هو الحل,1
687,"
التلقيح ماشي شي حاجة لي غتخلعنا بالعكس بلادنا و الحكومة ديالنا فكرو فينا و عطاونا فرصة باش نعاودو نرجعو للتجمعات و الاعراس و المناسابات بلا كمامة بلا تعقيم .
",1
688,التلقيح خاصنا نديروه باش احمينا من هاد الفيروس اونرجعوا الحياة الطبيعية,1
689,",يجب اجبار الغير الملقحين على أخد التلقيح بطريقه أو بأخرى و يجب فرض الإدلاء بجواز التلقيح في جميع المرافق العموميه . كاين واحد النوع كايمشي غير بالزيار و منين كايقيسو المرض كايجويو عائلتو يبكيييو خلييي الزمر يموت ",1
690,انا لست ضد المرأة في أي مجال ولكن لا والف لالركوب على الامواج لغرض في نفس يعقوب.النضال الحقوقي يا سيدتي ليس هو موقف من موجة عابرة ولكن ضد الموجات المستمرة طوال الزمن.اريدك ان تقفي لالزيادة في الاجور وفي المعاشات و ضد الشركات التي تتهرب من الضراءب و كستحقات الضمان الاجتماعي وضد ارتفاع الاسعار والسككن ووووو هذا او هذه هي الحقوق بالنسبت لعامة للمغاربة وليس التكالب والنباح على ورقة لاتسمن ولا تغني من جوع.وهل لذيك الكفءة العلمية حتى تقولين انت وغيرك من الوصولين والنتهازين بان اللقاح غير مجدي وتشعلون نار الفتنة.وانا متيقن لو كنت عضو في الحكومة لما فتحت فاك.,1
691,ما زلتم لا تستوعبون ان من يرفض التلقيح يشكل خطر على الوطن,1
692,التلقيح ضد فيروس كورونا في إطار الحملة الوطنية لتلقيح,1
693,"بعيدا عن البكائيات، لا يمكن لشخص يؤمن بالخرافات والمؤامرات الدولية ضد ذكائه وسلامته أن يستمر في نقل الفيروس وإصابة الآخرين بكل “حرية” ليتشدق بأنه “حر”، أعطيكم مثالا بسيطا، هناك تلاميذ رفضوا التلقيح ولدينا في القسم 45 هذه السنة، التلاميذ متكاتفون تقريبا في القاعة، هناك احتمالية نقل الفيروس من تلميذ وإصابة أحد أفراد العائلة المسنين وربما التسبب في وفاته لا قدر الله، كان على الدولة فرض التلقيح من الأول، لأنه حرية الإنسان تنتهي عندما تمس سلامة الآخرين. من يريد أن يكون حرا بشكف مطلق عليه أن يقصد الغابة . ",1
694," الدكتور  عارف أن توصيات ديال الشركات هو أن التلقيح يتم للناس أقل من59 سنة، التلقيح لا يعطى الأشخاص الذين لديهم أمراض مزمنة، يحب صبر 6 أشهر بين جرعة التلقيح الأول وجرعة التلقيح الثانية",1
695,المصلحة العامة فهي في التعاون على محاربة جائحة كوفيد 19 وهذا ما تسعى إليه السلطات المختصة. من هذا المنبر أطلب من السلطات المختصة تأجيل إجبارية حمل جواز التلقيح لمدة شهر وتكون هذه الحملة بمثابة إنذار لغير الملقحين لأنهم بمثابة خزان أو مرعى لجائحة كوفيد ,1
696,يجب علينا عدم نشر الشاعات والقيام بالتلقيح بالزربة,1
697,اداقمنا بالتلقيح خصوصا الجرعة التالتة نتجنب مخاطر كورونا,1
698,"
مقارنة مع دول عديدة، يبقى معدل الاصابات في المغرب حتى الآن جد محترم. ويجب التنويه بالسياسة التي اتخدتها البلاد من اجل تلقيح اكبر عدد من الساكنة وبدلك سنظمن التخفيف من حدة الاصابات بالفيروس .
القضاء نهائيا على الكوفيد ليس بالأمر السهل ويجب التعايش مع الوضعية الى حين اكتشاف دواء نهائي فعال 100%
",1
699,"
التلقيح واجب علينا من اجل صحتنا بر اكة من الاستهتار هادشي فمصلحتنا كلنا واجبارية التلقيح هي الحل لان العديد من الناس كيحسبوها مؤامرة وهادشي كيعطل نصلو المناعة الجماعية 
",1
700, تحقيق المناعة الجماعية لن تكون ممكنة إلا إذا تم تلقيح غالبية الناس,1
701,واحد موسطاجو گد الكيدون وخايف من التلقيح هههه,1
702,افضل لقاح هو فايزر وقد اخده الاغنياء والوزراء وانا واحد منهم ,1
703,تلقحنا وجواز التلقيح في جيبنا اخديت الجرعة الأولى والثانية لا ضر ولا ضرر بخير وعلى خير وتقول اعراض شفتها اليوم كملت 4 شهور وغادي نمشي ندير الجرعة الثالثة مني نكمل 6 أشهر إلى قالوا الجرعة 4 غادي نمشي نديرها ما كاينة غير موت وحدة وصلاة على النبي الحبي,1
704,انا بعدا الجرعة الثالثة بغيتها,1
705,",لمن يشككون في اللقاح .مالكم عدميين ومتشائمين وفاهمين اكثر من اطباء العالم. من يوجدون اليوم في الانعاش رفضوا التلقيح في وقته…واش كاين شي حاجة اكثر من هذا الواقع. المشكل الان هو التنظيم..للتنظيم….اعباد الله….باركا من التكلاخ والخوف والتردد والشك والاستهتار",1
706,"
إلى وزير التربية الحالي و الذي من بعده : أبناؤنا سيلقحون فأرجووووكم ارجووووكم ان تكون هذه السنة الدراسية سنة عادية للتلاميذ، فلا أريد الدراسة عن بعد لولدي فقد تراجع مستواه الدراسي في السنتين الماضيتين بشكل ملحوووظ .
و لكم فائق التقدير و الإحترام.
",1
707, الغير ملقح يهدد صحة الملقح نعم  اللقاح,1
708,عمل التلقيح الثالث باش تكسب المناعة الجماعية,1
709," خاصنا نحمدو الله ان بلادنا وفرات لينا التلقيح مجاني وكانت الدول السباقة لوفرات اللقاح للشعب
",1
710,"
لو كانت فيك غير شويه ديال الانسانيه غدير التلقيح",1
711," فرض جواز التلقيح نوع الإجراءات الإحترازية لوقف انتشار الفيروس المغرب الحمد لله وفر التلقيح بالمجان علاش منديرو نحميو نفوسنا
",1
712,"
تلقيح واجب وطني الزم علينا كولنا لقحو باش نحميو رسنا انحميو غيرنا
",1
713,انا درت الجرعة الأولى والثانية وعندي الثقة في العلماء ديالنا وفي الحكومة ديالنا وانا كنصح الناس باش يديرو التقة في المسؤولين ديالنا راه  ميمكنش يضرونا  حنا المواطنين لذلك خاصنا نتلقحو,1
714,"يجب التواصل الجيد مع المواطنين ، وإقناع من لم يلقح بأهمية التلقيح.",1
